,egg_uid,exp_label,start_date,well_#,control,system,wl_nm,regime,power_mW,irradiance_mW_cm2,exposure_s,fluence_J_cm2,t_start_h,t_2c_h,t_4c_h,t_bean_h,t_move_h,outcome,flags
,495,800-cw-330mW-60s,2024-07-08,1,0,laser,800,cw,330,0.105,60,6.300,41,65,80,186,212,L3_reached,cyto_motion
,496,800-cw-330mW-60s,2024-07-08,1,0,laser,800,cw,330,0.105,60,6.300,41,65,80,200,NA,degenerated,cyto_motion
,497,800-cw-330mW-60s,2024-07-08,1,0,laser,800,cw,330,0.105,60,6.300,41,76,97,205,225,L3_reached,cyto_motion
,498,800-cw-330mW-60s,2024-07-08,2,0,laser,800,cw,330,0.105,60,6.300,41,81,94,201,220,L3_reached,cyto_motion
,499,800-cw-330mW-60s,2024-07-08,2,0,laser,800,cw,330,0.105,60,6.300,41,64,79,197,220,L3_reached,cyto_motion
,500,800-cw-330mW-60s,2024-07-08,2,0,laser,800,cw,330,0.105,60,6.300,41,58.5,71,170,192,L3_reached,cyto_motion
,501,800-cw-330mW-60s,2024-07-08,3,0,laser,800,cw,330,0.105,60,6.300,41,63,77,195,216,L3_reached,cyto_motion
,502,800-cw-330mW-60s,2024-07-08,3,0,laser,800,cw,330,0.105,60,6.300,41,64.2,77.5,189,213,L3_reached,cyto_motion
,503,800-cw-330mW-60s,2024-07-08,3,0,laser,800,cw,330,0.105,60,6.300,41,64.2,79,189,215,L3_reached,cyto_motion
,504,800-cw-330mW-60s,2024-07-08,4,0,laser,800,cw,330,0.105,60,6.300,41,59.5,76.5,181,208,L3_reached,cyto_motion
,505,800-cw-330mW-60s,2024-07-08,4,0,laser,800,cw,330,0.105,60,6.300,41,64.5,78.8,190,224,L3_reached,cyto_motion
,506,800-cw-330mW-60s,2024-07-08,4,0,laser,800,cw,330,0.105,60,6.300,41,61.5,74.5,172,194,L3_reached,cyto_motion
,507,800-cw-330mW-60s,2024-07-08,5,0,laser,800,cw,330,0.105,60,6.300,41,69.6,85.8,199,221,L3_reached,cyto_motion
,508,800-cw-330mW-60s,2024-07-08,5,0,laser,800,cw,330,0.105,60,6.300,41,70.5,87.7,199,204,L3_reached,cyto_motion
,509,800-cw-330mW-60s,2024-07-08,5,0,laser,800,cw,330,0.105,60,6.300,41,66.3,80,185.6,223,L3_reached,cyto_motion
,510,800-cw-330mW-60s,2024-07-08,5,0,laser,800,cw,330,0.105,60,6.300,41,67.7,82.8,181,208,L3_reached,cyto_motion
,511,800-cw-330mW-60s,2024-07-08,6,0,laser,800,cw,330,0.105,60,6.300,41,59,75.4,190,220,L3_reached,cyto_motion
,512,800-cw-330mW-60s,2024-07-08,6,0,laser,800,cw,330,0.105,60,6.300,41,57.6,72,177,197,L3_reached,cyto_motion
,513,800-cw-330mW-60s,2024-07-08,6,0,laser,800,cw,330,0.105,60,6.300,41,57,68.8,157,182,L3_reached,cyto_motion
,514,800-cw-330mW-60s,2024-07-08,6,0,laser,800,cw,330,0.105,60,6.300,41,64.5,82.7,176.5,203,L3_reached,cyto_motion
,515,800-cw-330mW-60s,2024-07-08,7,0,laser,800,cw,330,0.105,60,6.300,41,72.5,90.2,200,224,L3_reached,cyto_motion
,516,800-cw-330mW-60s,2024-07-08,7,0,laser,800,cw,330,0.105,60,6.300,41,65,78.9,172,195,L3_reached,cyto_motion
,517,800-cw-330mW-60s,2024-07-08,7,0,laser,800,cw,330,0.105,60,6.300,41,67,84.2,187,209,L3_reached,cyto_motion
,518,800-cw-330mW-60s,2024-07-08,8,0,laser,800,cw,330,0.105,60,6.300,41,72.5,87.2,194,216,L3_reached,cyto_motion
,519,800-cw-330mW-60s,2024-07-08,8,0,laser,800,cw,330,0.105,60,6.300,41,58.8,72.5,178,197,L3_reached,cyto_motion
,520,800-cw-330mW-60s,2024-07-08,8,0,laser,800,cw,330,0.105,60,6.300,41,65.3,79.2,199,217,L3_reached,cyto_motion
,521,800-cw-330mW-60s,2024-07-08,9,0,laser,800,cw,330,0.105,60,6.300,41,64.7,79.1,191,217,L3_reached,cyto_motion
,522,800-cw-330mW-60s,2024-07-08,9,0,laser,800,cw,330,0.105,60,6.300,41,71.1,89.3,195,209,L3_reached,cyto_motion
,523,800-cw-330mW-60s,2024-07-08,9,0,laser,800,cw,330,0.105,60,6.300,41,64,78,177,198,L3_reached,cyto_motion
,524,800-cw-330mW-60s,2024-07-08,9,0,laser,800,cw,330,0.105,60,6.300,41,64.4,79.5,209,228,L3_reached,cyto_motion
,525,800-cw-330mW-60s,2024-07-08,10,0,laser,800,cw,330,0.105,60,6.300,41,76.2,94.1,195,215,L3_reached,cyto_motion
,526,800-cw-330mW-60s,2024-07-08,10,0,laser,800,cw,330,0.105,60,6.300,41,66.5,82,189,211,L3_reached,cyto_motion
,527,800-cw-330mW-60s,2024-07-08,10,0,laser,800,cw,330,0.105,60,6.300,41,65.7,83.5,204,230,L3_reached,cyto_motion
,528,800-cw-330mW-60s,2024-07-08,10,0,laser,800,cw,330,0.105,60,6.300,41,74.4,90.2,195,218,L3_reached,cyto_motion
,529,800-cw-330mW-60s,2024-07-08,11,0,laser,800,cw,330,0.105,60,6.300,41,67.2,85,190,218,L3_reached,cyto_motion
,530,800-cw-330mW-60s,2024-07-08,11,0,laser,800,cw,330,0.105,60,6.300,41,66,81.2,200,229,L3_reached,cyto_motion
,531,800-cw-330mW-60s,2024-07-08,11,0,laser,800,cw,330,0.105,60,6.300,41,59.1,73.9,223,260,L3_reached,cyto_motion
,532,800-cw-330mW-30s,2024-07-02,1,0,laser,800,cw,330,0.105,30,3.150,62.5,83.6,95.2,210,230,L3_reached,cyto_motion
,533,800-cw-330mW-30s,2024-07-02,1,0,laser,800,cw,330,0.105,30,3.150,62.5,93.2,109.3,231,252,L3_reached,cyto_motion
,534,800-cw-330mW-30s,2024-07-02,1,0,laser,800,cw,330,0.105,30,3.150,62.5,85.4,97.7,202.8,228,L3_reached,cyto_motion
,535,800-cw-330mW-30s,2024-07-02,2,0,laser,800,cw,330,0.105,30,3.150,62.5,104.6,123.3,235,261.5,L3_reached,cyto_motion
,536,800-cw-330mW-30s,2024-07-02,2,0,laser,800,cw,330,0.105,30,3.150,62.5,85.8,106.6,215,233.5,L3_reached,cyto_motion
,537,800-cw-330mW-30s,2024-07-02,2,0,laser,800,cw,330,0.105,30,3.150,62.5,87.6,103,219,239,L3_reached,cyto_motion
,538,800-cw-330mW-30s,2024-07-02,2,0,laser,800,cw,330,0.105,30,3.150,62.5,89.8,104,219,244,L3_reached,cyto_motion
,539,800-cw-330mW-30s,2024-07-02,3,0,laser,800,cw,330,0.105,30,3.150,62.5,87,103,220,246,L3_reached,cyto_motion
,540,800-cw-330mW-30s,2024-07-02,3,0,laser,800,cw,330,0.105,30,3.150,62.5,87.5,102,199.5,221.2,L3_reached,cyto_motion
,541,800-cw-330mW-30s,2024-07-02,3,0,laser,800,cw,330,0.105,30,3.150,62.5,84.5,99.3,205,232.6,L3_reached,cyto_motion
,542,800-cw-330mW-30s,2024-07-02,4,0,laser,800,cw,330,0.105,30,3.150,62.5,77.1,91,195,218,L3_reached,cyto_motion
,543,800-cw-330mW-30s,2024-07-02,4,0,laser,800,cw,330,0.105,30,3.150,62.5,87.5,100.6,199.7,220,L3_reached,cyto_motion
,544,800-cw-330mW-30s,2024-07-02,4,0,laser,800,cw,330,0.105,30,3.150,62.5,87.5,106,226,254,L3_reached,cyto_motion
,545,800-cw-330mW-30s,2024-07-02,5,0,laser,800,cw,330,0.105,30,3.150,62.5,78.3,93.2,201,233.7,L3_reached,cyto_motion
,546,800-cw-330mW-30s,2024-07-02,5,0,laser,800,cw,330,0.105,30,3.150,62.5,87.7,101.4,201,222.8,L3_reached,cyto_motion
,547,800-cw-330mW-30s,2024-07-02,5,0,laser,800,cw,330,0.105,30,3.150,62.5,NA,NA,NA,NA,arrested,no_cyto_motion
,548,800-cw-330mW-30s,2024-07-02,6,0,laser,800,cw,330,0.105,30,3.150,62.5,103.9,132.1,268,283.7,L3_reached,cyto_motion
,549,800-cw-330mW-30s,2024-07-02,6,0,laser,800,cw,330,0.105,30,3.150,62.5,82.7,104.1,197.6,224.5,L3_reached,cyto_motion
,550,800-cw-330mW-30s,2024-07-02,6,0,laser,800,cw,330,0.105,30,3.150,62.5,93.5,109.7,239,261.3,L3_reached,cyto_motion
,551,800-cw-330mW-30s,2024-07-02,7,0,laser,800,cw,330,0.105,30,3.150,62.5,85.7,103.4,196,214.8,L3_reached,cyto_motion
,552,800-cw-330mW-30s,2024-07-02,7,0,laser,800,cw,330,0.105,30,3.150,62.5,97.6,115.2,223,252,L3_reached,cyto_motion
,553,800-cw-330mW-30s,2024-07-02,7,0,laser,800,cw,330,0.105,30,3.150,62.5,92,106.5,202,226,L3_reached,cyto_motion
,554,800-cw-330mW-30s,2024-07-02,8,0,laser,800,cw,330,0.105,30,3.150,62.5,88.6,102.5,209,228,L3_reached,cyto_motion
,555,800-cw-330mW-30s,2024-07-02,8,0,laser,800,cw,330,0.105,30,3.150,62.5,80.5,96.9,200,225,L3_reached,cyto_motion
,556,800-cw-330mW-30s,2024-07-02,8,0,laser,800,cw,330,0.105,30,3.150,62.5,89.2,104,200,216.9,L3_reached,cyto_motion
,557,800-cw-330mW-30s,2024-07-02,8,0,laser,800,cw,330,0.105,30,3.150,62.5,80.5,94.2,200,218,L3_reached,cyto_motion
,558,800-cw-330mW-30s,2024-07-02,9,0,laser,800,cw,330,0.105,30,3.150,62.5,88.1,100.9,211,234,L3_reached,cyto_motion
,559,800-cw-330mW-30s,2024-07-02,9,0,laser,800,cw,330,0.105,30,3.150,62.5,85.7,103.9,255,280,L3_reached,cyto_motion
,560,800-cw-330mW-30s,2024-07-02,9,0,laser,800,cw,330,0.105,30,3.150,62.5,84.1,97.8,211,230,L3_reached,cyto_motion
,561,800-cw-330mW-30s,2024-07-02,9,0,laser,800,cw,330,0.105,30,3.150,62.5,90.4,104.7,213,237,L3_reached,cyto_motion
,562,800-cw-330mW-30s,2024-07-02,10,0,laser,800,cw,330,0.105,30,3.150,62.5,87.9,105.7,222,250,L3_reached,cyto_motion
,563,800-cw-330mW-30s,2024-07-02,10,0,laser,800,cw,330,0.105,30,3.150,62.5,89.6,105.7,197.7,224,L3_reached,cyto_motion
,564,800-cw-330mW-30s,2024-07-02,10,0,laser,800,cw,330,0.105,30,3.150,62.5,109.2,127.5,235,259,L3_reached,cyto_motion
,565,800-cw-330mW-30s,2024-07-02,11,0,laser,800,cw,330,0.105,30,3.150,62.5,86.6,101.6,228,260,degenerated,cyto_motion
,566,800-cw-330mW-30s,2024-07-02,11,0,laser,800,cw,330,0.105,30,3.150,62.5,93.4,109.7,228,253,L3_reached,cyto_motion
,567,800-cw-330mW-30s,2024-07-02,11,0,laser,800,cw,330,0.105,30,3.150,62.5,94,110,228,252,L3_reached,cyto_motion
,568,800-cw-330mW-30s,2024-07-02,12,0,laser,800,cw,330,0.105,30,3.150,62.5,90,108,201,227,L3_reached,cyto_motion
,569,800-cw-330mW-30s,2024-07-02,12,0,laser,800,cw,330,0.105,30,3.150,62.5,102.5,121,230,254,L3_reached,cyto_motion
,570,800-cw-330mW-30s,2024-07-02,12,0,laser,800,cw,330,0.105,30,3.150,62.5,89.2,104,198,217,L3_reached,cyto_motion
,571,800-pulsed-330mW-120s,2024-07-17,1,0,laser,800,pulsed,330,0.105,120,12.600,40.7,73.3,90.9,230,256,L3_reached,cyto_motion
,572,800-pulsed-330mW-120s,2024-07-17,1,0,laser,800,pulsed,330,0.105,120,12.600,40.7,77,96.1,270,304,L3_reached,cyto_motion
,573,800-pulsed-330mW-120s,2024-07-17,1,0,laser,800,pulsed,330,0.105,120,12.600,40.7,78,93.2,209,237,L3_reached,cyto_motion
,574,800-pulsed-330mW-120s,2024-07-17,2,0,laser,800,pulsed,330,0.105,120,12.600,40.7,68.1,93.4,226,259,L3_reached,cyto_motion
,575,800-pulsed-330mW-120s,2024-07-17,2,0,laser,800,pulsed,330,0.105,120,12.600,40.7,68.5,85,234,257,L3_reached,cyto_motion
,576,800-pulsed-330mW-120s,2024-07-17,2,0,laser,800,pulsed,330,0.105,120,12.600,40.7,72.7,87.4,204,232,L3_reached,cyto_motion
,577,800-pulsed-330mW-120s,2024-07-17,3,0,laser,800,pulsed,330,0.105,120,12.600,40.7,65.2,79.7,208,228,L3_reached,cyto_motion
,578,800-pulsed-330mW-120s,2024-07-17,3,0,laser,800,pulsed,330,0.105,120,12.600,40.7,89.9,114.7,255,282,L3_reached,cyto_motion
,579,800-pulsed-330mW-120s,2024-07-17,3,0,laser,800,pulsed,330,0.105,120,12.600,40.7,72,92.6,270,299,L3_reached,cyto_motion
,580,800-pulsed-330mW-120s,2024-07-17,4,0,laser,800,pulsed,330,0.105,120,12.600,40.7,72.6,88.4,193,212,L3_reached,cyto_motion
,581,800-pulsed-330mW-120s,2024-07-17,4,0,laser,800,pulsed,330,0.105,120,12.600,40.7,71.5,87.3,197,222,L3_reached,cyto_motion
,582,800-pulsed-330mW-120s,2024-07-17,4,0,laser,800,pulsed,330,0.105,120,12.600,40.7,70,88.2,290,324,L3_reached,cyto_motion
,583,800-pulsed-330mW-120s,2024-07-17,5,0,laser,800,pulsed,330,0.105,120,12.600,40.7,67,81.3,185.3,211.2,L3_reached,cyto_motion
,584,800-pulsed-330mW-120s,2024-07-17,5,0,laser,800,pulsed,330,0.105,120,12.600,40.7,82.5,98.3,211.3,243,L3_reached,cyto_motion
,585,800-pulsed-330mW-120s,2024-07-17,5,0,laser,800,pulsed,330,0.105,120,12.600,40.7,74.3,91.1,228,258,degenerated,cyto_motion
,586,800-pulsed-330mW-120s,2024-07-17,6,0,laser,800,pulsed,330,0.105,120,12.6,40.7,78.1,97.6,232,256.6,L3_reached,cyto_motion
,587,800-pulsed-330mW-120s,2024-07-17,6,0,laser,800,pulsed,330,0.105,120,12.6,40.7,80.8,105.3,262,309.5,L3_reached,cyto_motion
,588,800-pulsed-330mW-120s,2024-07-17,6,0,laser,800,pulsed,330,0.105,120,12.6,40.7,71.3,87.4,205.6,232,L3_reached,cyto_motion
,589,800-pulsed-330mW-120s,2024-07-17,7,0,laser,800,pulsed,330,0.105,120,12.6,40.7,79,97.6,234.3,257.4,L3_reached,cyto_motion
,590,800-pulsed-330mW-120s,2024-07-17,7,0,laser,800,pulsed,330,0.105,120,12.6,40.7,66.2,79.8,190,214.6,L3_reached,cyto_motion
,591,800-pulsed-330mW-120s,2024-07-17,7,0,laser,800,pulsed,330,0.105,120,12.6,40.7,55.2,73.1,166.1,186.8,L3_reached,cyto_motion
,592,800-pulsed-330mW-120s,2024-07-17,8,0,laser,800,pulsed,330,0.105,120,12.6,40.7,67.9,83.1,204.3,223.8,L3_reached,cyto_motion
,593,800-pulsed-330mW-120s,2024-07-17,8,0,laser,800,pulsed,330,0.105,120,12.6,40.7,75.5,93.4,216.4,229.3,L3_reached,cyto_motion
,594,800-pulsed-330mW-120s,2024-07-17,8,0,laser,800,pulsed,330,0.105,120,12.6,40.7,72.2,87.4,207,239.8,L3_reached,cyto_motion
,595,800-pulsed-330mW-120s,2024-07-17,9,0,laser,800,pulsed,330,0.105,120,12.6,40.7,67.1,81.5,183.9,216.5,L3_reached,cyto_motion
,596,800-pulsed-330mW-120s,2024-07-17,9,0,laser,800,pulsed,330,0.105,120,12.6,40.7,82.3,98.7,225.5,280.5,L3_reached,cyto_motion
,597,800-pulsed-330mW-120s,2024-07-17,9,0,laser,800,pulsed,330,0.105,120,12.6,40.7,71.4,92,227,249.7,L3_reached,cyto_motion
,598,800-pulsed-330mW-120s,2024-07-17,10,0,laser,800,pulsed,330,0.105,120,12.6,40.7,72.2,88.3,203,232.9,L3_reached,cyto_motion
,599,800-pulsed-330mW-120s,2024-07-17,10,0,laser,800,pulsed,330,0.105,120,12.6,40.7,74.5,92.6,209.7,240.1,L3_reached,cyto_motion
,600,800-pulsed-330mW-120s,2024-07-17,10,0,laser,800,pulsed,330,0.105,120,12.6,40.7,74.6,94.3,200.4,230.5,L3_reached,cyto_motion
,601,800-pulsed-330mW-120s,2024-07-17,11,0,laser,800,pulsed,330,0.105,120,12.6,40.7,71.4,84.4,207.4,234.5,L3_reached,cyto_motion
,602,800-pulsed-330mW-120s,2024-07-17,11,0,laser,800,pulsed,330,0.105,120,12.6,40.7,77.8,96.8,209.7,243,L3_reached,cyto_motion
,603,800-pulsed-330mW-120s,2024-07-17,11,0,laser,800,pulsed,330,0.105,120,12.6,40.7,72.2,92.7,239.5,270.1,L3_reached,cyto_motion
,604,800-pulsed-330mW-120s,2024-07-17,12,0,laser,800,pulsed,330,0.105,120,12.6,40.7,85.7,101,197.7,216.4,L3_reached,cyto_motion
,605,800-pulsed-330mW-120s,2024-07-17,12,0,laser,800,pulsed,330,0.105,120,12.6,40.7,84.1,103.4,254,286.4,L3_reached,cyto_motion
,606,800-pulsed-330mW-120s,2024-07-17,12,0,laser,800,pulsed,330,0.105,120,12.6,40.7,73.1,86.6,227,252.4,L3_reached,cyto_motion
,607,800-pulsed-330mW-60s,2024-07-08,1,0,laser,800,pulsed,330,0.105,60,6.3,39.8,75.3,92.2,196.1,217.2,L3_reached,cyto_motion
,608,800-pulsed-330mW-60s,2024-07-08,1,0,laser,800,pulsed,330,0.105,60,6.3,39.8,67.1,84.3,197.4,224.8,L3_reached,cyto_motion
,609,800-pulsed-330mW-60s,2024-07-08,1,0,laser,800,pulsed,330,0.105,60,6.3,39.8,71.4,91.5,202.6,224.4,L3_reached,cyto_motion
,610,800-pulsed-330mW-60s,2024-07-08,1,0,laser,800,pulsed,330,0.105,60,6.3,39.8,67.5,85.7,209.8,233.6,L3_reached,cyto_motion
,611,800-pulsed-330mW-60s,2024-07-08,2,0,laser,800,pulsed,330,0.105,60,6.3,39.8,98.4,119.7,269.9,292.4,L3_reached,cyto_motion
,612,800-pulsed-330mW-60s,2024-07-08,2,0,laser,800,pulsed,330,0.105,60,6.3,39.8,77.9,98.6,252.4,280.9,L3_reached,cyto_motion
,613,800-pulsed-330mW-60s,2024-07-08,2,0,laser,800,pulsed,330,0.105,60,6.3,39.8,71.4,88.3,182.9,209.3,L3_reached,cyto_motion
,614,800-pulsed-330mW-60s,2024-07-08,3,0,laser,800,pulsed,330,0.105,60,6.3,39.8,77.9,93.5,211.4,237,L3_reached,cyto_motion
,615,800-pulsed-330mW-60s,2024-07-08,3,0,laser,800,pulsed,330,0.105,60,6.3,39.8,73.5,89.5,181.7,244.6,L3_reached,cyto_motion
,616,800-pulsed-330mW-60s,2024-07-08,3,0,laser,800,pulsed,330,0.105,60,6.3,39.8,68.8,86.5,193.5,220.5,L3_reached,cyto_motion
,617,800-pulsed-330mW-60s,2024-07-08,4,0,laser,800,pulsed,330,0.105,60,6.3,39.8,76.5,90.9,176.4,214.4,L3_reached,cyto_motion
,618,800-pulsed-330mW-60s,2024-07-08,4,0,laser,800,pulsed,330,0.105,60,6.3,39.8,92.2,120.7,278.1,310.7,L3_reached,cyto_motion
,619,800-pulsed-330mW-60s,2024-07-08,4,0,laser,800,pulsed,330,0.105,60,6.3,39.8,81.8,103.5,215.4,253.4,L3_reached,cyto_motion
,620,800-pulsed-330mW-60s,2024-07-08,4,0,laser,800,pulsed,330,0.105,60,6.3,39.8,84.3,104,246.4,284.6,L3_reached,cyto_motion
,621,800-pulsed-330mW-60s,2024-07-08,5,0,laser,800,pulsed,330,0.105,60,6.3,39.8,80.4,98.8,NA,NA,degenerated,cyto_motion
,622,800-pulsed-330mW-60s,2024-07-08,5,0,laser,800,pulsed,330,0.105,60,6.3,39.8,72.7,88.3,251.2,271,L3_reached,cyto_motion
,623,800-pulsed-330mW-60s,2024-07-08,5,0,laser,800,pulsed,330,0.105,60,6.3,39.8,76.2,96,205.3,232.7,L3_reached,cyto_motion
,624,800-pulsed-330mW-60s,2024-07-08,6,0,laser,800,pulsed,330,0.105,60,6.3,39.8,76.6,103,240.6,273.6,L3_reached,cyto_motion
,625,800-pulsed-330mW-60s,2024-07-08,6,0,laser,800,pulsed,330,0.105,60,6.3,39.8,74,92.2,214.6,239.1,L3_reached,cyto_motion
,626,800-pulsed-330mW-60s,2024-07-08,6,0,laser,800,pulsed,330,0.105,60,6.3,39.8,81.8,98.5,282.2,310.1,L3_reached,cyto_motion
,627,800-pulsed-330mW-60s,2024-07-08,7,0,laser,800,pulsed,330,0.105,60,6.3,39.8,75.4,94.1,238.2,255.6,L3_reached,cyto_motion
,628,800-pulsed-330mW-60s,2024-07-08,7,0,laser,800,pulsed,330,0.105,60,6.3,39.8,74,89.7,232.5,261.2,L3_reached,cyto_motion
,629,800-pulsed-330mW-60s,2024-07-08,7,0,laser,800,pulsed,330,0.105,60,6.3,39.8,72.7,89.5,220.9,245.1,L3_reached,cyto_motion
,630,800-pulsed-330mW-60s,2024-07-08,9,0,laser,800,pulsed,330,0.105,60,6.3,39.8,65.4,80.4,180.4,214.1,L3_reached,cyto_motion
,631,800-pulsed-330mW-60s,2024-07-08,9,0,laser,800,pulsed,330,0.105,60,6.3,39.8,67.5,81.7,182.9,205.7,L3_reached,cyto_motion
,632,800-pulsed-330mW-60s,2024-07-08,9,0,laser,800,pulsed,330,0.105,60,6.3,39.8,66.3,80.6,184.3,NA,degenerated,cyto_motion
,633,800-pulsed-330mW-60s,2024-07-08,10,0,laser,800,pulsed,330,0.105,60,6.3,39.8,83.1,114.7,261.7,284.3,L3_reached,cyto_motion
,634,800-pulsed-330mW-60s,2024-07-08,10,0,laser,800,pulsed,330,0.105,60,6.3,39.8,97,124.7,291.3,316.3,L3_reached,cyto_motion
,635,800-pulsed-330mW-60s,2024-07-08,10,0,laser,800,pulsed,330,0.105,60,6.3,39.8,76.7,100.1,244.6,275.4,L3_reached,cyto_motion
,636,800-pulsed-330mW-60s,2024-07-08,11,0,laser,800,pulsed,330,0.105,60,6.3,39.8,69.5,88.3,250.5,274.4,L3_reached,cyto_motion
,637,800-pulsed-330mW-60s,2024-07-08,11,0,laser,800,pulsed,330,0.105,60,6.3,39.8,76.6,95.2,197.4,233.1,L3_reached,cyto_motion
,638,800-pulsed-330mW-60s,2024-07-08,11,0,laser,800,pulsed,330,0.105,60,6.3,39.8,79.9,98.5,212.2,234.5,L3_reached,cyto_motion
,639,800-pulsed-330mW-60s,2024-07-08,12,0,laser,800,pulsed,330,0.105,60,6.3,39.8,64.9,78,176.4,199.3,L3_reached,cyto_motion
,640,800-pulsed-330mW-60s,2024-07-08,12,0,laser,800,pulsed,330,0.105,60,6.3,39.8,90,112.3,238.2,258.8,L3_reached,cyto_motion
,641,800-pulsed-330mW-60s,2024-07-08,12,0,laser,800,pulsed,330,0.105,60,6.3,39.8,65.5,82.3,208.9,233.6,L3_reached,cyto_motion
,642,800-pulsed-330mW-60s,2024-07-08,12,0,laser,800,pulsed,330,0.105,60,6.3,39.8,67.5,81.7,190.9,215.5,L3_reached,cyto_motion
,643,800-pulsed-330mW-30s,2024-07-02,1,0,laser,800,pulsed,330,0.105,30,3.15,42.2,65.9,79,NA,NA,degenerated,cyto_motion
,644,800-pulsed-330mW-30s,2024-07-02,1,0,laser,800,pulsed,330,0.105,30,3.15,42.2,73.4,87.4,216.1,241.2,L3_reached,cyto_motion
,645,800-pulsed-330mW-30s,2024-07-02,1,0,laser,800,pulsed,330,0.105,30,3.15,42.2,73.8,89.7,190.1,217.8,L3_reached,cyto_motion
,646,800-pulsed-330mW-30s,2024-07-02,2,0,laser,800,pulsed,330,0.105,30,3.15,42.2,64,83,214.4,240.2,L3_reached,cyto_motion
,647,800-pulsed-330mW-30s,2024-07-02,2,0,laser,800,pulsed,330,0.105,30,3.15,42.2,81,98.5,201.2,231.1,L3_reached,cyto_motion
,648,800-pulsed-330mW-30s,2024-07-02,2,0,laser,800,pulsed,330,0.105,30,3.15,42.2,70.9,86.7,211.6,235.5,L3_reached,cyto_motion
,649,800-pulsed-330mW-30s,2024-07-02,2,0,laser,800,pulsed,330,0.105,30,3.15,42.2,NA,NA,NA,NA,degenerated,cyto_motion
,650,800-pulsed-330mW-30s,2024-07-02,3,0,laser,800,pulsed,330,0.105,30,3.15,42.2,71.3,85.5,192.8,216,L3_reached,cyto_motion
,651,800-pulsed-330mW-30s,2024-07-02,3,0,laser,800,pulsed,330,0.105,30,3.15,42.2,69.7,84.3,181.8,201.9,L3_reached,cyto_motion
,652,800-pulsed-330mW-30s,2024-07-02,3,0,laser,800,pulsed,330,0.105,30,3.15,42.2,67.8,79.8,177,203.4,degenerated,cyto_motion
,653,800-pulsed-330mW-30s,2024-07-02,4,0,laser,800,pulsed,330,0.105,30,3.15,42.2,72.7,90.3,188.1,210.5,L3_reached,cyto_motion
,654,800-pulsed-330mW-30s,2024-07-02,4,0,laser,800,pulsed,330,0.105,30,3.15,42.2,79.7,97.5,204.2,222.3,L3_reached,cyto_motion
,655,800-pulsed-330mW-30s,2024-07-02,4,0,laser,800,pulsed,330,0.105,30,3.15,42.2,68.5,83.9,190.9,218.5,L3_reached,cyto_motion
,656,800-pulsed-330mW-30s,2024-07-02,4,0,laser,800,pulsed,330,0.105,30,3.15,42.2,76.5,94.2,210.2,228.2,L3_reached,cyto_motion
,657,800-pulsed-330mW-30s,2024-07-02,5,0,laser,800,pulsed,330,0.105,30,3.15,42.2,57,70.1,162.4,189.3,L3_reached,cyto_motion
,658,800-pulsed-330mW-30s,2024-07-02,5,0,laser,800,pulsed,330,0.105,30,3.15,42.2,71.8,93,241.6,269.4,L3_reached,cyto_motion
,659,800-pulsed-330mW-30s,2024-07-02,5,0,laser,800,pulsed,330,0.105,30,3.15,42.2,71.5,86.8,202.3,235.4,L3_reached,cyto_motion
,660,800-pulsed-330mW-30s,2024-07-02,6,0,laser,800,pulsed,330,0.105,30,3.15,42.2,73.3,90,186.2,207.5,L3_reached,cyto_motion
,661,800-pulsed-330mW-30s,2024-07-02,6,0,laser,800,pulsed,330,0.105,30,3.15,42.2,64.7,78,189,214,L3_reached,cyto_motion
,662,800-pulsed-330mW-30s,2024-07-02,6,0,laser,800,pulsed,330,0.105,30,3.15,42.2,57.1,73.4,194.6,216.6,L3_reached,cyto_motion
,663,800-pulsed-330mW-30s,2024-07-02,6,0,laser,800,pulsed,330,0.105,30,3.15,42.2,64.7,77.4,181.8,215.3,L3_reached,cyto_motion
,664,800-pulsed-330mW-30s,2024-07-02,7,0,laser,800,pulsed,330,0.105,30,3.15,42.2,71.1,85.8,204.2,227.3,L3_reached,cyto_motion
,665,800-pulsed-330mW-30s,2024-07-02,7,0,laser,800,pulsed,330,0.105,30,3.15,42.2,65.4,78,199.4,229.9,L3_reached,cyto_motion
,666,800-pulsed-330mW-30s,2024-07-02,7,0,laser,800,pulsed,330,0.105,30,3.15,42.2,66.3,80.6,177.9,228.8,L3_reached,cyto_motion
,667,800-pulsed-330mW-30s,2024-07-02,7,0,laser,800,pulsed,330,0.105,30,3.15,42.2,67.5,85.1,195.6,221.7,L3_reached,cyto_motion
,668,800-pulsed-330mW-30s,2024-07-02,8,0,laser,800,pulsed,330,0.105,30,3.15,42.2,79.2,92.5,218.1,245.9,L3_reached,cyto_motion
,669,800-pulsed-330mW-30s,2024-07-02,8,0,laser,800,pulsed,330,0.105,30,3.15,42.2,66.8,82.7,204.2,233.5,L3_reached,cyto_motion
,670,800-pulsed-330mW-30s,2024-07-02,8,0,laser,800,pulsed,330,0.105,30,3.15,42.2,68.1,81.6,196.6,216.3,L3_reached,cyto_motion
,671,800-pulsed-330mW-30s,2024-07-02,8,0,laser,800,pulsed,330,0.105,30,3.15,42.2,65.4,79.9,199.4,223.1,L3_reached,cyto_motion
,672,800-pulsed-330mW-30s,2024-07-02,9,0,laser,800,pulsed,330,0.105,30,3.15,42.2,67.9,82,207,234,L3_reached,cyto_motion
